t,lambda,xi0,xi1,xi2,xi3,xi4,xi5,xi6,xi7,xi8,xi9,demand0,demand1,demand2,demand3,demand4,demand5,demand6,demand7,demand8,demand9,device0_0,device1_0,device2_0,device3_0,device4_0,device5_0,device6_0,device7_0,device8_0,device9_0
78,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0487944241637853,0.1333733544827889,0.1552367534862195,0.2854542042309234,0.1248120647028532,0.1037810493257868,0.0878445113623953,0.0566605828659465,0.0091958978003983,0.1243972808427751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0487944241637853,0.1333733544827889,0.1552367534862195,0.2854542042309234,0.1248120647028532,0.1037810493257868,0.0878445113623953,0.0566605828659465,0.0091958978003983,0.1243972808427751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0487944241637853,0.1355879491256771,0.1552367534862195,0.2897120855621046,0.124758670567195,0.1050450159071623,0.0878579600252667,0.0566605828659465,0.0091958978003983,0.1256372201795874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0487944241637853,0.1355879491256771,0.1552367534862195,0.2897120855621046,0.124758670567195,0.1050450159071623,0.0878579600252667,0.0566605828659465,0.0091958978003983,0.1256372201795874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0487944241637853,0.1355879491256771,0.1552367534862195,0.2897120855621046,0.124758670567195,0.1050450159071623,0.0878579600252667,0.0566605828659465,0.0091958978003983,0.1256372201795874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1365684725938203,0.1541699790660472,0.2923542255984616,0.1304171073372534,0.1572918601564116,0.0875164167854381,0.456521341312748,0.0089473600220092,0.1347376628526793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,5.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1365684725938203,0.1541699790660472,0.2923542255984616,0.1304171073372534,0.1572918601564116,0.0875164167854381,0.456521341312748,0.0089473600220092,0.1347376628526793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1365684725938203,0.1541699790660472,0.2923542255984616,0.1304171073372534,0.1572918601564116,0.0875164167854381,0.456521341312748,0.0089473600220092,0.1347376628526793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,11.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1375148400288451,0.1541699790660472,0.295364637172686,0.1158946595183586,0.1702591700197191,0.0875138302042371,0.5223579791510874,0.0089473600220092,0.1446609625462184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1375148400288451,0.1541699790660472,0.295364637172686,0.1158946595183586,0.1702591700197191,0.0875138302042371,0.5223579791510874,0.0089473600220092,0.1446609625462184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,8.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1375148400288451,0.1541699790660472,0.295364637172686,0.1158946595183586,0.1702591700197191,0.0875138302042371,0.5223579791510874,0.0089473600220092,0.1446609625462184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,5.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1383054121847839,0.1541699790660472,0.2982111515903152,0.1157229429436448,0.1702591700197191,0.0875117607133494,0.061498119361003,0.0089473600220092,0.1450575427452014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,5.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1383054121847839,0.1541699790660472,0.2982111515903152,0.1157229429436448,0.1702591700197191,0.0875117607133494,0.061498119361003,0.0089473600220092,0.1450575427452014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1383054121847839,0.1541699790660472,0.2982111515903152,0.1157229429436448,0.1702591700197191,0.0875117607133494,0.061498119361003,0.0089473600220092,0.1450575427452014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1390350059688413,0.1541699790660472,0.3009662979892475,0.1157735361999508,0.1702591700197191,0.0875096911370605,0.4877910429575054,0.0089473600220092,0.1448566392499628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,9.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1390350059688413,0.1541699790660472,0.3009662979892475,0.1157735361999508,0.1702591700197191,0.0875096911370605,0.4877910429575054,0.0089473600220092,0.1448566392499628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,12.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484619976868279,0.1390350059688413,0.1541699790660472,0.3009662979892475,0.1157735361999508,0.1702591700197191,0.0875096911370605,0.4877910429575054,0.0089473600220092,0.1448566392499628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,13.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.1396078990432659,0.1549618729939919,0.3023562796947184,0.1159396524624875,0.1704415646299039,0.0920244915325474,0.0693356635283624,0.0089473600220092,0.1366195837292738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.1396078990432659,0.1549618729939919,0.3023562796947184,0.1159396524624875,0.1704415646299039,0.0920244915325474,0.0693356635283624,0.0089473600220092,0.1366195837292738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,12.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.1396078990432659,0.1549618729939919,0.3023562796947184,0.1159396524624875,0.1704415646299039,0.0920244915325474,0.0693356635283624,0.0089473600220092,0.1366195837292738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,12.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0833134202682164,0.139996086044869,0.1549618729939919,0.3027052775752805,0.1296995486105404,0.1666911440237477,0.0952815777276697,0.135206917038279,0.0089473600220092,0.1279127486248693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,13.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0833134202682164,0.139996086044869,0.1549618729939919,0.3027052775752805,0.1296995486105404,0.1666911440237477,0.0952815777276697,0.135206917038279,0.0089473600220092,0.1279127486248693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,13.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0833134202682164,0.139996086044869,0.1549618729939919,0.3027052775752805,0.1296995486105404,0.1666911440237477,0.0952815777276697,0.135206917038279,0.0089473600220092,0.1279127486248693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,12.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.1402736359720921,0.1549618729939919,0.3027884526944204,0.1297245909309706,0.1871858628131794,0.0898094382293129,0.4362991831134272,0.0089473600220092,0.1285350789810459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,12.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.1402736359720921,0.1549618729939919,0.3027884526944204,0.1297245909309706,0.1871858628131794,0.0898094382293129,0.4362991831134272,0.0089473600220092,0.1285350789810459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,8.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.1402736359720921,0.1549618729939919,0.3027884526944204,0.1297245909309706,0.1871858628131794,0.0898094382293129,0.4362991831134272,0.0089473600220092,0.1285350789810459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.14056370071035,0.1549618729939919,0.302744890510906,0.1297387093395831,0.1822406888608541,0.0876596084153681,0.0877574783114978,0.0089473600220092,0.1297264546712642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.14056370071035,0.1549618729939919,0.302744890510906,0.1297387093395831,0.1822406888608541,0.0876596084153681,0.0877574783114978,0.0089473600220092,0.1297264546712642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0575683009774927,0.14056370071035,0.1549618729939919,0.302744890510906,0.1297387093395831,0.1822406888608541,0.0876596084153681,0.0877574783114978,0.0089473600220092,0.1297264546712642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1040593513454773,0.1418159230394141,0.1573593864769846,0.3143645494123023,0.1659984754303862,0.1663144954288844,0.1272643840969595,0.1639080614980533,0.0094444355787874,0.1308138599745392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1040593513454773,0.1418159230394141,0.1573593864769846,0.3143645494123023,0.1659984754303862,0.1663144954288844,0.1272643840969595,0.1639080614980533,0.0094444355787874,0.1308138599745392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1040593513454773,0.1418159230394141,0.1573593864769846,0.3143645494123023,0.1659984754303862,0.1663144954288844,0.1272643840969595,0.1639080614980533,0.0094444355787874,0.1308138599745392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.082977495526656,0.1424848183509477,0.1573593864769846,0.3125491768720934,0.1489591846801578,0.1523008498280892,0.1178370245311726,0.1506164968558934,0.0094444355787874,0.1309319092710091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.082977495526656,0.1424848183509477,0.1573593864769846,0.3125491768720934,0.1489591846801578,0.1523008498280892,0.1178370245311726,0.1506164968558934,0.0094444355787874,0.1309319092710091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,5.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.082977495526656,0.1424848183509477,0.1573593864769846,0.3125491768720934,0.1489591846801578,0.1523008498280892,0.1178370245311726,0.1506164968558934,0.0094444355787874,0.1309319092710091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,5.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0662513603127562,0.1431975699245816,0.1573593864769846,0.3171605168555247,0.1489404619761248,0.1478721699907167,0.1456537528015592,0.1342569281969411,0.0094444355787874,0.1309789757915055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0662513603127562,0.1431975699245816,0.1573593864769846,0.3171605168555247,0.1489404619761248,0.1478721699907167,0.1456537528015592,0.1342569281969411,0.0094444355787874,0.1309789757915055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,5.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0662513603127562,0.1431975699245816,0.1573593864769846,0.3171605168555247,0.1489404619761248,0.1478721699907167,0.1456537528015592,0.1342569281969411,0.0094444355787874,0.1309789757915055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,5.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2584448834108544,0.1439208227646979,0.1573593864769846,0.3222406593985137,0.1489231943979076,0.1553303675038106,0.1185573039836249,0.1410723126930147,0.0094444355787874,0.1310347397056582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,13.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2584448834108544,0.1439208227646979,0.1573593864769846,0.3222406593985137,0.1489231943979076,0.1553303675038106,0.1185573039836249,0.1410723126930147,0.0094444355787874,0.1310347397056582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,9.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2584448834108544,0.1439208227646979,0.1573593864769846,0.3222406593985137,0.1489231943979076,0.1553303675038106,0.1185573039836249,0.1410723126930147,0.0094444355787874,0.1310347397056582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,10.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4913176372383179,0.1447512678937802,0.1589650060320328,0.3274199536771492,0.1925381789643733,0.1800979862462602,0.0892160050949056,0.1555598560118075,0.0099415111355657,0.1309926256433149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4913176372383179,0.1447512678937802,0.1589650060320328,0.3274199536771492,0.1925381789643733,0.1800979862462602,0.0892160050949056,0.1555598560118075,0.0099415111355657,0.1309926256433149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4913176372383179,0.1447512678937802,0.1589650060320328,0.3274199536771492,0.1925381789643733,0.1800979862462602,0.0892160050949056,0.1555598560118075,0.0099415111355657,0.1309926256433149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.493576863028823,0.1447161692347872,0.1664658472443451,0.3272412649960641,0.1850880170160258,0.1720182141756388,0.0928701995639481,0.1680123758111237,0.0099415111355657,0.1302249126750534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,7.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.493576863028823,0.1447161692347872,0.1664658472443451,0.3272412649960641,0.1850880170160258,0.1720182141756388,0.0928701995639481,0.1680123758111237,0.0099415111355657,0.1302249126750534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.493576863028823,0.1447161692347872,0.1664658472443451,0.3272412649960641,0.1850880170160258,0.1720182141756388,0.0928701995639481,0.1680123758111237,0.0099415111355657,0.1302249126750534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4955114392885316,0.1440919718512874,0.1664658472443451,0.3251838223555785,0.1851295228435288,0.1715802668797939,0.0929354263520328,0.1806492288686861,0.0099415111355657,0.1291188106715258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4955114392885316,0.1440919718512874,0.1664658472443451,0.3251838223555785,0.1851295228435288,0.1715802668797939,0.0929354263520328,0.1806492288686861,0.0099415111355657,0.1291188106715258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4955114392885316,0.1440919718512874,0.1664658472443451,0.3251838223555785,0.1851295228435288,0.1715802668797939,0.0929354263520328,0.1806492288686861,0.0099415111355657,0.1291188106715258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4975926988334852,0.1431324637442769,0.1664658472443451,0.3213241112477721,0.1851954064862312,0.1752122926647674,0.0928991996415722,0.1939137733908161,0.0099415111355657,0.1278886105143328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4975926988334852,0.1431324637442769,0.1664658472443451,0.3213241112477721,0.1851954064862312,0.1752122926647674,0.0928991996415722,0.1939137733908161,0.0099415111355657,0.1278886105143328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4975926988334852,0.1431324637442769,0.1664658472443451,0.3213241112477721,0.1851954064862312,0.1752122926647674,0.0928991996415722,0.1939137733908161,0.0099415111355657,0.1278886105143328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3869894675060575,0.1385492209096341,0.4841194751408639,0.3141068089645101,0.2249554633698928,0.1787342060939992,0.0926343971742123,0.337077659351657,0.0101900489139549,0.1249297094364858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3869894675060575,0.1385492209096341,0.4841194751408639,0.3141068089645101,0.2249554633698928,0.1787342060939992,0.0926343971742123,0.337077659351657,0.0101900489139549,0.1249297094364858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3869894675060575,0.1385492209096341,0.4841194751408639,0.3141068089645101,0.2249554633698928,0.1787342060939992,0.0926343971742123,0.337077659351657,0.0101900489139549,0.1249297094364858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0732664798711253,0.1325638895358539,0.4766186339285516,0.3196602270341732,0.1889916879560962,0.1856216127794029,0.0888394061224453,0.3289469716629381,0.0101900489139549,0.1216441760526808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0732664798711253,0.1325638895358539,0.4766186339285516,0.3196602270341732,0.1889916879560962,0.1856216127794029,0.0888394061224453,0.3289469716629381,0.0101900489139549,0.1216441760526808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,3.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0732664798711253,0.1325638895358539,0.4766186339285516,0.3196602270341732,0.1889916879560962,0.1856216127794029,0.0888394061224453,0.3289469716629381,0.0101900489139549,0.1216441760526808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0732664798711253,0.1262986580212185,0.4766186339285516,0.4303795365047245,0.251651899757945,0.1883791294653772,0.0888010761116572,0.3172503916580714,0.0101900489139549,0.11814182454742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0732664798711253,0.1262986580212185,0.4766186339285516,0.4303795365047245,0.251651899757945,0.1883791294653772,0.0888010761116572,0.3172503916580714,0.0101900489139549,0.11814182454742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0732664798711253,0.1262986580212185,0.4766186339285516,0.4303795365047245,0.251651899757945,0.1883791294653772,0.0888010761116572,0.3172503916580714,0.0101900489139549,0.11814182454742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1063759132065185,0.1202824592858168,0.4766186339285516,0.3235810257557006,0.1993379165439551,0.1818893497800575,0.0887632815017807,0.3056771341026594,0.0101900489139549,0.114341664577298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1063759132065185,0.1202824592858168,0.4766186339285516,0.3235810257557006,0.1993379165439551,0.1818893497800575,0.0887632815017807,0.3056771341026594,0.0101900489139549,0.114341664577298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1063759132065185,0.1202824592858168,0.4766186339285516,0.3235810257557006,0.1993379165439551,0.1818893497800575,0.0887632815017807,0.3056771341026594,0.0101900489139549,0.114341664577298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1529005522724754,0.1736619986693153,0.1529047351007032,0.2614426181603532,0.1528936419720324,0.1771531706991797,0.0883757931567571,0.462231890762333,0.0101900489139549,0.1102432811464899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1529005522724754,0.1736619986693153,0.1529047351007032,0.2614426181603532,0.1528936419720324,0.1771531706991797,0.0883757931567571,0.462231890762333,0.0101900489139549,0.1102432811464899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1529005522724754,0.1736619986693153,0.1529047351007032,0.2614426181603532,0.1528936419720324,0.1771531706991797,0.0883757931567571,0.462231890762333,0.0101900489139549,0.1102432811464899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10337672764466,0.2167950826061201,0.1529047351007032,0.2490245138466117,0.1891293572899029,0.1654185842372357,0.0959215146183748,0.4617206552899946,0.0101900489139549,0.1062698958496252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10337672764466,0.2167950826061201,0.1529047351007032,0.2490245138466117,0.1891293572899029,0.1654185842372357,0.0959215146183748,0.4617206552899946,0.0101900489139549,0.1062698958496252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,3.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10337672764466,0.2167950826061201,0.1529047351007032,0.2490245138466117,0.1891293572899029,0.1654185842372357,0.0959215146183748,0.4617206552899946,0.0101900489139549,0.1062698958496252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10337672764466,0.2125128017139149,0.1529047351007032,0.2356567972387163,0.2621028132593793,0.1547258813267346,0.0958257933526933,0.373796544015796,0.0101900489139549,0.1020509253223815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10337672764466,0.2125128017139149,0.1529047351007032,0.2356567972387163,0.2621028132593793,0.1547258813267346,0.0958257933526933,0.373796544015796,0.0101900489139549,0.1020509253223815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10337672764466,0.2125128017139149,0.1529047351007032,0.2356567972387163,0.2621028132593793,0.1547258813267346,0.0958257933526933,0.373796544015796,0.0101900489139549,0.1020509253223815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1396593889241912,0.1592430584693047,0.1529047351007032,0.222019359526778,0.2886346986874463,0.1475801762334073,0.0958175094509115,0.3689912291346466,0.0101900489139549,0.0976931857767872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1396593889241912,0.1592430584693047,0.1529047351007032,0.222019359526778,0.2886346986874463,0.1475801762334073,0.0958175094509115,0.3689912291346466,0.0101900489139549,0.0976931857767872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1396593889241912,0.1592430584693047,0.1529047351007032,0.222019359526778,0.2886346986874463,0.1475801762334073,0.0958175094509115,0.3689912291346466,0.0101900489139549,0.0976931857767872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1293705110439411,0.1489238067372615,0.2081240228189173,0.2078840796296568,0.287673826714214,0.1466826269744614,0.1387748288331892,0.1622504227403658,0.0099415111355657,0.0912697557122067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,2.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1293705110439411,0.1489238067372615,0.2081240228189173,0.2078840796296568,0.287673826714214,0.1466826269744614,0.1387748288331892,0.1622504227403658,0.0099415111355657,0.0912697557122067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
